https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1680307200000,2023-04-01 00:00:00,BTC/USD,28454,28817,28201,28443,24551515.07929536,863.18303552
1680220800000,2023-03-31 00:00:00,BTC/USD,28021,28651,27504,28460,37624711.6853922,1322.02079007
1680134400000,2023-03-30 00:00:00,BTC/USD,28344,29171,27677,28021,75138512.0073478,2681.50715561
1680048000000,2023-03-29 00:00:00,BTC/USD,27266,28649,27253,28345,60078853.358995795,2119.55735964
1679961600000,2023-03-28 00:00:00,BTC/USD,27127,27529,26636,27265,39228334.10464465,1438.77990481
1679875200000,2023-03-27 00:00:00,BTC/USD,27985,28027,26536,27127,52607916.97289993,1939.31938559
1679788800000,2023-03-26 00:00:00,BTC/USD,27472,28227,27438,27978,32786785.69603818,1171.87739281
1679702400000,2023-03-25 00:00:00,BTC/USD,27463,27810,27164,27478,23570037.42021236,857.77849262
1679616000000,2023-03-24 00:00:00,BTC/USD,28308,28376,27000,27461,52674979.841323495,1918.17413209
1679529600000,2023-03-23 00:00:00,BTC/USD,27258,28772,27094,28304,88391339.28579873,3122.92747618
1679443200000,2023-03-22 00:00:00,BTC/USD,28111,28818,26591,27258,107222587.59578982,3933.61903279
1679356800000,2023-03-21 00:00:00,BTC/USD,27713,28435,27312,28112,46732698.05302,1662.37542875
1679270400000,2023-03-20 00:00:00,BTC/USD,27947,28439,27130,27714,74874276.6939396,2701.6770114
1679184000000,2023-03-19 00:00:00,BTC/USD,26916,28342,26838,27943,121219264.02600378,4338.09054239
1679097600000,2023-03-18 00:00:00,BTC/USD,27352,27621,26547,26914,82942997.15284686,3081.77889399
1679011200000,2023-03-17 00:00:00,BTC/USD,25054,27563,24954,27351,268485765.6793648,9816.30527876
1678924800000,2023-03-16 00:00:00,BTC/USD,24330,25213,24186,25061,60600662.20962891,2418.12626031
1678838400000,2023-03-15 00:00:00,BTC/USD,24730,25324,23931,24321,64022170.1979915,2632.3823115
1678752000000,2023-03-14 00:00:00,BTC/USD,24188,26529,24060,24735,237631145.32068676,9607.08087005
1678665600000,2023-03-13 00:00:00,BTC/USD,22091,24600,21878,24183,169417600.39028358,7005.64861226
1678579200000,2023-03-12 00:00:00,BTC/USD,20530,22193,20357,22083,123957853.5578583,5613.2705501
1678492800000,2023-03-11 00:00:00,BTC/USD,20200,20789,19863,20529,139691623.7825741,6804.59953152
1678406400000,2023-03-10 00:00:00,BTC/USD,20381,20382,19592,20201,93828132.68363856,4644.72712656
1678320000000,2023-03-09 00:00:00,BTC/USD,21712,21836,20086,20381,77155597.14340845,3785.66297745
1678233600000,2023-03-08 00:00:00,BTC/USD,22209,22291,21590,21713,37992646.42318622,1749.76495294
1678147200000,2023-03-07 00:00:00,BTC/USD,22405,22554,21950,22209,40861890.209026925,1839.87978788
1678060800000,2023-03-06 00:00:00,BTC/USD,22430,22591,22278,22405,19998249.5743315,892.5797623
1677974400000,2023-03-05 00:00:00,BTC/USD,22346,22660,22200,22431,9741605.97217812,434.29209452
1677888000000,2023-03-04 00:00:00,BTC/USD,22362,22406,22176,22345,9180269.8487779,410.84223982
1677801600000,2023-03-03 00:00:00,BTC/USD,23474,23482,21910,22362,66836362.296019204,2988.8365216
1677715200000,2023-03-02 00:00:00,BTC/USD,23645,23800,23205,23472,16451961.38107776,700.91860008
1677628800000,2023-03-01 00:00:00,BTC/USD,23146,24009,23036,23646,32446265.314679157,1372.16718746
1677542400000,2023-02-28 00:00:00,BTC/USD,23503,23615,23066,23142,33262715.99591472,1437.33108616
1677456000000,2023-02-27 00:00:00,BTC/USD,23560,23891,23131,23502,43204642.111479245,1838.33895462
1677369600000,2023-02-26 00:00:00,BTC/USD,23178,23673,23083,23561,18179899.83488675,771.60985675
1677283200000,2023-02-25 00:00:00,BTC/USD,23197,23223,22810,23178,25848884.624169,1115.2336105
1677196800000,2023-02-24 00:00:00,BTC/USD,23958,24150,22873,23200,80054520.55264801,3450.62588589
1677110400000,2023-02-23 00:00:00,BTC/USD,24191,24600,23622,23950,53694134.1370415,2241.92626877
1677024000000,2023-02-22 00:00:00,BTC/USD,24466,24485,23578,24191,80680142.30239578,3335.13051558
1676937600000,2023-02-21 00:00:00,BTC/USD,24834,25227,24172,24466,86924350.41116944,3552.86317384
1676851200000,2023-02-20 00:00:00,BTC/USD,24281,25114,23862,24835,50185150.0233235,2020.7429041
1676764800000,2023-02-19 00:00:00,BTC/USD,24634,25209,24221,24284,66084469.78115268,2721.31731927
1676678400000,2023-02-18 00:00:00,BTC/USD,24580,24878,24450,24633,15481921.20066396,628.50327612
1676592000000,2023-02-17 00:00:00,BTC/USD,23525,25023,23350,24582,102590385.54073218,4173.39457899
1676505600000,2023-02-16 00:00:00,BTC/USD,24325,25234,23526,23529,109220525.51629525,4641.95356863
1676419200000,2023-02-15 00:00:00,BTC/USD,22197,24393,22063,24318,57727773.50909688,2373.87011716
1676332800000,2023-02-14 00:00:00,BTC/USD,21773,22339,21555,22198,31925847.89708006,1438.23082697
1676246400000,2023-02-13 00:00:00,BTC/USD,21793,21905,21354,21773,67151700.88735749,3084.17309913
1676160000000,2023-02-12 00:00:00,BTC/USD,21865,22096,21666,21796,27568805.389951363,1264.85618416
1676073600000,2023-02-11 00:00:00,BTC/USD,21641,21907,21614,21865,7805373.36281635,356.98025899
1675987200000,2023-02-10 00:00:00,BTC/USD,21799,21937,21500,21641,31816738.19000234,1470.20646874
1675900800000,2023-02-09 00:00:00,BTC/USD,22957,23003,21700,21800,72145266.453884,3309.41589238
1675814400000,2023-02-08 00:00:00,BTC/USD,23245,23430,22691,22957,31088813.3011434,1354.2193362
1675728000000,2023-02-07 00:00:00,BTC/USD,22754,23350,22742,23246,27808252.654247124,1196.25968572
1675641600000,2023-02-06 00:00:00,BTC/USD,22935,23145,22620,22755,24593720.51128875,1080.80512025
1675555200000,2023-02-05 00:00:00,BTC/USD,23314,23419,22777,22932,32953102.686536763,1436.99209343
1675468800000,2023-02-04 00:00:00,BTC/USD,23433,23580,23248,23315,13620704.916086748,584.20351345
1675382400000,2023-02-03 00:00:00,BTC/USD,23487,23708,23230,23433,45083620.50578427,1923.93720419
1675296000000,2023-02-02 00:00:00,BTC/USD,23724,24240,23385,23491,66517399.268859245,2831.61207564
1675209600000,2023-02-01 00:00:00,BTC/USD,23136,23814,22757,23723,50480760.87873448,2127.92483576
1675123200000,2023-01-31 00:00:00,BTC/USD,22830,23297,22730,23135,45996916.229364805,1988.19607648
1675036800000,2023-01-30 00:00:00,BTC/USD,23743,23785,22500,22830,67375315.5059277,2951.17457319
1674950400000,2023-01-29 00:00:00,BTC/USD,23028,23962,23000,23746,100650892.38594703,4238.64618824
1674864000000,2023-01-28 00:00:00,BTC/USD,23066,23181,22876,23029,32380313.570402946,1406.06685355
1674777600000,2023-01-27 00:00:00,BTC/USD,23005,23486,22533,23067,51841119.13545609,2247.41488427
1674691200000,2023-01-26 00:00:00,BTC/USD,23054,23273,22853,23004,32315136.080350682,1404.76161017
1674604800000,2023-01-25 00:00:00,BTC/USD,22627,23812,22324,23054,86280246.75340942,3742.52827073
1674518400000,2023-01-24 00:00:00,BTC/USD,22912,23154,22437,22627,42476143.025832124,1877.23264356
1674432000000,2023-01-23 00:00:00,BTC/USD,22713,23169,22497,22910,42598693.454051204,1859.39299232
1674345600000,2023-01-22 00:00:00,BTC/USD,22775,23072,22310,22713,34523309.99891463,1519.98018751
1674259200000,2023-01-21 00:00:00,BTC/USD,22670,23353,22427,22775,81999645.022101,3600.42349164
1674172800000,2023-01-20 00:00:00,BTC/USD,21080,22743,20856,22670,65401144.8937689,2884.92037467
1674086400000,2023-01-19 00:00:00,BTC/USD,20675,21187,20670,21080,19000428.5963512,901.34860514
1674000000000,2023-01-18 00:00:00,BTC/USD,21136,21639,20408,20684,65942170.6845818,3188.07632395
1673913600000,2023-01-17 00:00:00,BTC/USD,21198,21586,20853,21136,43496526.51864192,2057.93558472
1673827200000,2023-01-16 00:00:00,BTC/USD,20882,21469,20639,21197,68846925.02415651,3247.95607983
1673740800000,2023-01-15 00:00:00,BTC/USD,20964,21055,20566,20882,32197296.5542159,1541.86842995
1673654400000,2023-01-14 00:00:00,BTC/USD,19935,21378,19897,20966,127089019.2152108,6061.6721938
1673568000000,2023-01-13 00:00:00,BTC/USD,18855,20000,18725,19930,60489615.3650328,3035.10363096
1673481600000,2023-01-12 00:00:00,BTC/USD,17953,19112,17866,18856,100342835.50554176,5321.53349096
1673395200000,2023-01-11 00:00:00,BTC/USD,17446,18009,17316,17952,39984630.16380096,2227.30782998
1673308800000,2023-01-10 00:00:00,BTC/USD,17186,17506,17155,17445,14101789.8774552,808.35711536
1673222400000,2023-01-09 00:00:00,BTC/USD,17141,17400,17123,17185,27224112.488965,1584.178789
1673136000000,2023-01-08 00:00:00,BTC/USD,16958,17181,16930,17140,13923725.231207801,812.35269727
1673049600000,2023-01-07 00:00:00,BTC/USD,16967,16990,16924,16958,4795186.84227964,282.76841858
1672963200000,2023-01-06 00:00:00,BTC/USD,16842,17200,16687,16968,30910186.419982802,1821.67529585
1672876800000,2023-01-05 00:00:00,BTC/USD,16864,16888,16775,16842,9596546.985417,569.7985385
1672790400000,2023-01-04 00:00:00,BTC/USD,16689,17008,16671,16864,18895168.504901443,1120.44405271
1672704000000,2023-01-03 00:00:00,BTC/USD,16689,16810,16625,16689,26333991.02143197,1577.92504173
1672617600000,2023-01-02 00:00:00,BTC/USD,16643,16803,16584,16690,10003236.777221201,599.35510948
1672531200000,2023-01-01 00:00:00,BTC/USD,16569,16644,16517,16643,4035954.23914309,242.50160663
1672444800000,2022-12-31 00:00:00,BTC/USD,16618,16664,16507,16564,9932771.098118199,599.66017255
1672358400000,2022-12-30 00:00:00,BTC/USD,16658,16667,16358,16618,21572538.79479146,1298.14290497
1672272000000,2022-12-29 00:00:00,BTC/USD,16558,16675,16505,16658,6956321.357093059,417.59643157
1672185600000,2022-12-28 00:00:00,BTC/USD,16719,16797,16444,16558,26367548.94976318,1592.43561721
1672099200000,2022-12-27 00:00:00,BTC/USD,16947,16987,16617,16720,15678916.251530401,937.73422557
1672012800000,2022-12-26 00:00:00,BTC/USD,16848,16963,16814,16946,5475269.034230799,323.1009698
1671926400000,2022-12-25 00:00:00,BTC/USD,16864,16874,16723,16847,6358401.16797285,377.42038155
1671840000000,2022-12-24 00:00:00,BTC/USD,16802,16891,16802,16864,6742337.257162239,399.80652616
1671753600000,2022-12-23 00:00:00,BTC/USD,16838,16966,16770,16802,8902849.54585002,529.86844101
1671667200000,2022-12-22 00:00:00,BTC/USD,16840,16873,16588,16838,12934422.505082538,768.16857733
1671580800000,2022-12-21 00:00:00,BTC/USD,16917,16934,16750,16845,13299563.765454449,789.52589881
1671494400000,2022-12-20 00:00:00,BTC/USD,16448,17066,16413,16924,24724006.69996708,1460.88434767
1671408000000,2022-12-19 00:00:00,BTC/USD,16756,16825,16261,16447,33503165.26278061,2037.03807763
1671321600000,2022-12-18 00:00:00,BTC/USD,16794,16872,16678,16755,10261216.6847913,612.42713726
1671235200000,2022-12-17 00:00:00,BTC/USD,16648,16811,16609,16793,20659828.46009474,1230.26430418
1671148800000,2022-12-16 00:00:00,BTC/USD,17372,17544,16550,16642,50065993.175005436,3008.41204032
1671062400000,2022-12-15 00:00:00,BTC/USD,17816,17867,17299,17373,33280452.5747145,1915.6422365
1670976000000,2022-12-14 00:00:00,BTC/USD,17786,18391,17678,17813,54981413.89663214,3086.58922678
1670889600000,2022-12-13 00:00:00,BTC/USD,17230,18000,17102,17785,106044965.32301906,5962.60699033
1670803200000,2022-12-12 00:00:00,BTC/USD,17101,17263,16879,17229,42518811.96107031,2467.86301939
1670716800000,2022-12-11 00:00:00,BTC/USD,17132,17503,17092,17110,35359713.6599135,2066.61096785
1670630400000,2022-12-10 00:00:00,BTC/USD,17137,17240,17104,17133,6344240.84280111,370.29363467
1670544000000,2022-12-09 00:00:00,BTC/USD,17247,17366,17053,17137,24401032.3517294,1423.8800462
1670457600000,2022-12-08 00:00:00,BTC/USD,16846,17323,16756,17246,30273292.47137456,1755.38052136
1670371200000,2022-12-07 00:00:00,BTC/USD,17095,17156,16701,16846,18042073.21109876,1071.00042806
1670284800000,2022-12-06 00:00:00,BTC/USD,16974,17109,16908,17094,13196603.400135541,772.00207091
1670198400000,2022-12-05 00:00:00,BTC/USD,17127,17436,16886,16975,24767308.2390615,1459.04614074
1670112000000,2022-12-04 00:00:00,BTC/USD,16890,17210,16885,17127,24135147.397987563,1409.18709628
1670025600000,2022-12-03 00:00:00,BTC/USD,17091,17144,16865,16889,11668075.368757611,690.86833849
1669939200000,2022-12-02 00:00:00,BTC/USD,16982,17100,16789,17090,26187173.534188602,1532.30974454
1669852800000,2022-12-01 00:00:00,BTC/USD,17181,17335,16872,16980,26518501.710093603,1561.74921732
1669766400000,2022-11-30 00:00:00,BTC/USD,16454,17297,16446,17180,46842328.635895,2726.56162025
1669680000000,2022-11-29 00:00:00,BTC/USD,16216,16545,16101,16452,26841853.585581478,1631.52526049
1669593600000,2022-11-28 00:00:00,BTC/USD,16436,16487,16002,16214,28273070.791670322,1743.74434388
1669507200000,2022-11-27 00:00:00,BTC/USD,16460,16603,16410,16435,8118017.7094167,493.94692482
1669420800000,2022-11-26 00:00:00,BTC/USD,16520,16697,16389,16460,12770912.381761,775.87560035
1669334400000,2022-11-25 00:00:00,BTC/USD,16603,16617,16354,16519,19223916.20861405,1163.74575995
1669248000000,2022-11-24 00:00:00,BTC/USD,16608,16804,16463,16606,20025494.829196617,1205.91923577
1669161600000,2022-11-23 00:00:00,BTC/USD,16219,16682,16168,16613,48114046.57298453,2896.16845681
1669075200000,2022-11-22 00:00:00,BTC/USD,15766,16294,15616,16217,51877711.56791792,3198.97092976
1668988800000,2022-11-21 00:00:00,BTC/USD,16278,16305,15487,15765,67946446.73675026,4309.95539085
1668902400000,2022-11-20 00:00:00,BTC/USD,16692,16742,16184,16278,19141959.2693613,1175.94048835
1668816000000,2022-11-19 00:00:00,BTC/USD,16682,16811,16538,16695,10127130.11395785,606.59659263
1668729600000,2022-11-18 00:00:00,BTC/USD,16683,16977,16546,16685,33153206.301296897,1987.00667074
1668643200000,2022-11-17 00:00:00,BTC/USD,16653,16735,16410,16683,24698410.53436005,1480.45378735
1668556800000,2022-11-16 00:00:00,BTC/USD,16887,17002,16347,16654,73029830.45574084,4385.12252046
1668470400000,2022-11-15 00:00:00,BTC/USD,16625,17132,16543,16886,110269041.57900429,6530.20499698
1668384000000,2022-11-14 00:00:00,BTC/USD,16344,17200,15822,16626,111537924.99290988,6708.64459238
1668297600000,2022-11-13 00:00:00,BTC/USD,16815,16956,16255,16345,41531313.05232455,2540.91851039
1668211200000,2022-11-12 00:00:00,BTC/USD,17056,17106,16635,16820,20988520.8341236,1247.83120298
1668124800000,2022-11-11 00:00:00,BTC/USD,17584,17671,16355,17047,136946186.11434668,8033.4478861
1668038400000,2022-11-10 00:00:00,BTC/USD,15928,18156,15760,17585,364580355.8713521,20732.46265973
1667952000000,2022-11-09 00:00:00,BTC/USD,18557,18600,15588,15923,287964256.7051054,18084.79913993
1667865600000,2022-11-08 00:00:00,BTC/USD,20609,20712,16950,18559,380757722.3097714,20516.06887816
1667779200000,2022-11-07 00:00:00,BTC/USD,20932,21083,20421,20609,37986471.906592555,1843.19820984
1667692800000,2022-11-06 00:00:00,BTC/USD,21316,21378,20900,20932,28352372.06179876,1354.49895193
1667606400000,2022-11-05 00:00:00,BTC/USD,21165,21470,21100,21313,34487652.49232788,1618.15101076
1667520000000,2022-11-04 00:00:00,BTC/USD,20223,21298,20206,21165,80693470.4455929,3812.59014626
1667433600000,2022-11-03 00:00:00,BTC/USD,20166,20404,20052,20223,25147524.443637326,1243.51107371
1667347200000,2022-11-02 00:00:00,BTC/USD,20501,20817,20078,20165,52022680.3057688,2579.85025072
1667260800000,2022-11-01 00:00:00,BTC/USD,20508,20699,20340,20500,34203547.123674996,1668.46571335
1667174400000,2022-10-31 00:00:00,BTC/USD,20649,20860,20257,20509,35116850.74671497,1712.26538333
1667088000000,2022-10-30 00:00:00,BTC/USD,20833,20950,20532,20647,22450693.86877933,1087.35864139
1667001600000,2022-10-29 00:00:00,BTC/USD,20610,21091,20576,20833,38102674.55203606,1828.95764182
1666915200000,2022-10-28 00:00:00,BTC/USD,20305,20767,20033,20611,47018989.99802993,2281.25709563
1666828800000,2022-10-27 00:00:00,BTC/USD,20788,20892,20191,20301,55830459.41774628,2750.13346228
1666742400000,2022-10-26 00:00:00,BTC/USD,20105,21022,20077,20790,81159627.3298965,3903.78197835
1666656000000,2022-10-25 00:00:00,BTC/USD,19339,20432,19251,20104,55446513.26696216,2757.98414579
1666569600000,2022-10-24 00:00:00,BTC/USD,19586,19615,19174,19340,25372889.982724,1311.9384686
1666483200000,2022-10-23 00:00:00,BTC/USD,19219,19707,19086,19585,29719039.98751355,1517.43885563
1666396800000,2022-10-22 00:00:00,BTC/USD,19175,19278,19124,19219,14479012.77283474,753.36972646
1666310400000,2022-10-21 00:00:00,BTC/USD,19057,19260,18673,19175,22832647.80128475,1190.75086317
1666224000000,2022-10-20 00:00:00,BTC/USD,19131,19355,18900,19058,24289084.341764063,1274.48233507
1666137600000,2022-10-19 00:00:00,BTC/USD,19332,19361,19081,19132,16439344.39121148,859.25906289
1666051200000,2022-10-18 00:00:00,BTC/USD,19557,19709,19100,19334,40915674.81208214,2116.25503321
1665964800000,2022-10-17 00:00:00,BTC/USD,19268,19684,19166,19554,28337357.03150934,1449.18466971
1665878400000,2022-10-16 00:00:00,BTC/USD,19073,19428,19067,19267,15060749.807231,781.686293
1665792000000,2022-10-15 00:00:00,BTC/USD,19183,19227,18991,19071,14060717.821692359,737.28267116
1665705600000,2022-10-14 00:00:00,BTC/USD,19382,19947,19088,19186,49234867.18674756,2566.18717746
1665619200000,2022-10-13 00:00:00,BTC/USD,19155,19515,18161,19385,121658420.83707555,6275.90512443
1665532800000,2022-10-12 00:00:00,BTC/USD,19063,19233,19025,19160,66752224.0782348,3483.93653853
1665446400000,2022-10-11 00:00:00,BTC/USD,19127,19260,18856.7741059,19063,168493890.20930576,8838.79191152
1665360000000,2022-10-10 00:00:00,BTC/USD,19441,19526.95886111,19000.0,19128,89716183.31043072,4690.30653024
1665273600000,2022-10-09 00:00:00,BTC/USD,19418,19553.0,19326.0,19444.42907034,21868432.894089006,1124.66315236
1665187200000,2022-10-08 00:00:00,BTC/USD,19532.6194523,19626.0,19250.0,19418.0113733,23817197.341191404,1226.55182775
1665100800000,2022-10-07 00:00:00,BTC/USD,19959.0,20059.0,19334.0,19532.6194523,149972770.01199952,7678.06746956
1665014400000,2022-10-06 00:00:00,BTC/USD,20156.0,20455.0,19866.0,19960.0,128351046.0247004,6430.41312749
1664928000000,2022-10-05 00:00:00,BTC/USD,20344.0,20363.0,19750.0,20156.31380734,140921503.175419,6991.43228878
1664841600000,2022-10-04 00:00:00,BTC/USD,19635.0,20543.0,19502.0,20344.0,172233850.03699055,8466.07599474
1664755200000,2022-10-03 00:00:00,BTC/USD,19067.0,19708.0,18980.0,19632.0,213861317.12141088,10893.50637334
1664668800000,2022-10-02 00:00:00,BTC/USD,19314.0,19396.0,18943.0,19066.91978561,60289730.98727824,3162.00685088
1664582400000,2022-10-01 00:00:00,BTC/USD,19429.0,19485.0,19157.0,19316.0,18106801.68374044,937.39913459
1664496000000,2022-09-30 00:00:00,BTC/USD,19589.0,20181.0,19154.0,19429.98970855,227409443.05465752,11704.04341257
1664409600000,2022-09-29 00:00:00,BTC/USD,19419.45237404,19652.0,18859.0,19589.0,164592042.1267002,8402.26872871
